_id,list_price,sizesList,on_sale,colors,desc,name
BP427,26.5,"[""ONE SIZE""]",false,"[""Vivid begonia""]",Bad hair days? Never heard of 'em. Add these cute clips to make any do extra-cute.,Girls' multi hair clip four-pack
N1441,35,"[""ONE SIZE""]",false,"[""Gold""]","Alexa Leigh is a contemporary jewelry line based in Miami with roots in both Aspen and New York. Founded by Alexa Leigh Meyer, the brand was launched in 2010 with the intent to create sentimental value behind each piece. We want you to wear your jewelry everywhere, so all of our jewels are 14k or 18k gold-filled and won't tarnish. We never take our jewels off, and we know you won't want to either!",Alexa Leigh kids' ball bracelet
N1040,20,"[""ONE SIZE""]",false,"[""Gold""]","Alexa Leigh is a contemporary jewelry line based in Miami with roots in both Aspen and New York. Founded by Alexa Leigh Meyer, the brand was launched in 2010 with the intent to create sentimental value behind each piece. We want you to wear your jewelry everywhere, so all of our jewels are 14k or 18k gold-filled and won't tarnish. We never take our jewels off, and we know you won't want to either!",Alexa Leigh kids' smiley charm
BP442,24.5,"[""ONE SIZE""]",false,"[""Marled cinnabar""]","When her outfit needs a little extra something, these colorful (plus layer-able) beaded bracelets are a must.",Girls' beaded bracelet three-pack
AV732,24.5,"[""SMALL"",""MEDIUM"",""LARGE"",""X-LARGE""]",false,"[""Petunia blossom"",""Navy cherry multi""]",She'll love the playful pom-pom details on these socks—you'll love one less day of laundry.,Girls' pom-pom ankle socks five-pack
52111,14.5,"[""MEDIUM"",""X-SMALL"",""SMALL"",""LARGE""]",false,"[""Ivory"",""Navy""]",,Girls' grosgrain bow knee-highs
BM599,16.5,"[""XXS-XSMALL""]",false,"[""Hthr grey""]","Our sturdy, comfy tights are made with a hint of stretch, so they stay in place and won't bag at the knees.",Girls' cable-knit tights
99215,14.5,"[""SMALL"",""XXS-XSMALL"",""X-LARGE-XX-LARGE"",""MEDIUM LARGE""]",false,"[""Faded quartz"",""Navy"",""Black""]","Our super-comfy tights are made with a hint of stretch, so they stay in place and won't bag at the knees.",Girls' solid tights
N4774,34.95,"[""ONE SIZE""]",false,"[""Pink"",""Blue""]","Bling2o is a catalyst for unlocking the most colorful of imaginations. We create the world's most extraordinary aquatic wear, fashionable swim goggles and accessories that stand out to wear with confidence. Break-dance—or into—disco fever this summer! Bling2o has revolutionized the concept of a swim mask once more by developing this double-lens accessory, filling it with a small layer of glitter to make that splash even brighter. Our swim masks offer a variety of features, proving they are the real deal.",Bling2o® girls' breakdance disco swim mask
BH078,39.5,"[""2"",""3"",""4"",""5"",""6"",""7"",""8"",""10"",""12"",""14""]",false,"[""Pink bouquet"",""Resort pink"",""Bright peri""]","A super-comfy skort that she'll spend all summer long in. Plus, we made a matching crop top for an outfit she'll love.",Girls' active skort
BK364,55,"[""ONE SIZE""]",false,"[""Warm quartz"",""Hthr grey"",""Navy""]","Babies love cashmere too! This oh-so-soft (and so very giftable!) baby beanie features a cable-knit pattern and is made from the same high-quality fabric as Mom and Dad's favorite sweaters. Plus, it matches our baby blanket and one-piece! We upgraded our cashmere collection with finer, loftier fibers to make the soft stuff, somehow, even softer. And because we like to make a lasting impression, our new cashmere is also more enduring than ever - in both quality and style. We're invested in bringing you the best in cashmere, so you can feel great about investing in it too. We're proud to support responsible cashmere production through our partnership with the Aid by Trade Foundation (AbTF), a nonprofit that promotes sustainable agricultural development across the globe. As the foundation's first U.S. member, we source cashmere that is certified to the AbTF's The Good Cashmere Standard®, which ensures the welfare of the cashmere goats, protects natural resources and improves the working conditions of farmers and farmworkers in Inner Mongolia.",Limited-edition baby cashmere beanie
BC978,128,"[""ONE SIZE""]",false,"[""Navy snow stripe""]","Babies love cashmere too! This oh-so-soft (and so very giftable!) baby blanket features classic stripes and is made from the same high-quality cashmere as Mom and Dad's favorite sweaters. Plus, it matches our baby beanie and one-piece! We upgraded our cashmere collection with finer, loftier fibers to make the soft stuff, somehow, even softer. And because we like to make a lasting impression, our new cashmere is also more enduring than ever—in both quality and style. We're invested in bringing you the best in cashmere, so you can feel great about investing in it too. We're proud to support responsible cashmere production through our partnership with the Aid by Trade Foundation (AbTF), a nonprofit that promotes sustainable agricultural development across the globe. As the foundation's first U.S. member, we source cashmere that is certified to the AbTF's The Good Cashmere Standard®, which ensures the welfare of the cashmere goats, protects natural resources and improves the working conditions of farm",Limited-edition baby cashmere blanket in stripe
BC973,128,"[""12-18"",""6-12"",""3-6"",""18-24""]",false,"[""Hthr almond"",""Hthr natural"",""Hthr grey"",""Navy""]","Babies love cashmere too! This oh-so-soft (and so very giftable!) cable-knit one-piece features cute bear ears on the hood and is made from the same high-quality cashmere as Mom and Dad's favorite sweaters. We upgraded our cashmere collection with finer, loftier fibers to make the soft stuff, somehow, even softer. And because we like to make a lasting impression, our new cashmere is also more enduring than ever—in both quality and style. We're invested in bringing you the best in cashmere, so you can feel great about investing in it too. We're proud to support responsible cashmere production through our partnership with the Aid by Trade Foundation (AbTF), a nonprofit that promotes sustainable agricultural development across the globe. As the foundation's first U.S. member, we source cashmere that is certified to the AbTF's The Good Cashmere Standard®, which ensures the welfare of the cashmere goats, protects natural resources and improves the working conditions of farmers and farmworkers in Inner Mongolia.",Limited-edition baby cashmere cable-knit bear one-piece
BJ884,128,"[""6-12"",""3-6"",""12-18"",""18-24""]",false,"[""Hthr stone combo""]","Babies love cashmere too! This oh-so-soft (and so very giftable!) one-piece features a cute leopard print and is made from the same high-quality cashmere as Mom and Dad's favorite sweaters. Plus, it matches our baby blanket and beanie! We upgraded our cashmere collection with finer, loftier fibers to make the soft stuff, somehow, even softer. And because we like to make a lasting impression, our new cashmere is also more enduring than ever - in both quality and style. We're invested in bringing you the best in cashmere, so you can feel great about investing in it too. We're proud to support responsible cashmere production through our partnership with the Aid by Trade Foundation (AbTF), a nonprofit that promotes sustainable agricultural development across the globe. As the foundation's first U.S. member, we source cashmere that is certified to the AbTF's The Good Cashmere Standard®, which ensures the welfare of the cashmere goats, protects natural resources and improves the working conditions of farmers and farmworkers in Inner Mongolia.",Limited-edition baby cashmere one-piece in leopard
BJ483,188,"[""X-SMALL""]",false,"[""Amalfi blue""]","Introducing our playful, printed capsule designed with the Brooklyn-based artist and mom of two. In honor of this limited-edition collection, we're donating $25,000 to RxART, a nonprofit organization that collaborates with artists and hospitals to help children heal through the power of visual art. Perfect for this season (and many more), this extra-colorful corduroy jacket features snap-button and flap-pocket details.",Limited-edition Julia Chiang X J.Crew kids' corduroy jacket
M9640,365,"[""K6"",""K7"",""K8"",""K10"",""K4"",""K3"",""K5""]",false,"[""Honey"",""Light blue""]","Britannical London is an award-winning, luxury children's clothing brand. It specialises in finely tailored coats, which it handcrafts in the heart of London, using premium natural materials. Britannical London has a heritage of over 120 years in London coat making, yet it is also a forward-looking, sustainable brand, with the highest ethical production values. A luxurious wool coat, made in the heart of London from premium couture cloth.",Britannical London® Islington wool coat
N1180,400,"[""K8"",""K6"",""K4"",""K3"",""K10"",""K5"",""K7""]",false,"[""Brown multi"",""Red multi""]","Britannical London is an award-winning, luxury children's clothing brand. It specialises in finely tailored coats, which it handcrafts in the heart of London, using premium natural materials. Britannical London has a heritage of over 120 years in London coat making, yet it is also a forward-looking, sustainable brand, with the highest ethical production values. A luxurious wool coat, made in the heart of London from premium British tartan wool cloth.",Britannical London® Islington wool coat
N5045,420,"[""K4"",""K6"",""K3"",""K8"",""K5"",""K7""]",false,"[""Dark green""]","Britannical London is an award-winning, luxury children's clothing brand. It specialises in finely tailored coats, which it handcrafts in the heart of London, using premium natural materials. Britannical London has a heritage of over 120 years in London coat making, yet it is also a forward-looking, sustainable brand, with the highest ethical production values. A statement-making coat, handcrafted from premium wool cloth.",Britannical London® Westminster coat
BI857,138,"[""X-LARGE""]",false,"[""Dried violet""]","With textured sherpa and a classic silhouette, this cushy style is the perfect balance between cute and cozy. In other words, it works as a polished finishing touch for fancier occasions or an easy way to dress up her favorite leggings and sneakers.",Girls' sherpa coat
BO557,59.5,"[""X-LARGE"",""X-SMALL"",""XX-SMALL"",""LARGE""]",false,"[""Anna wash""]","Frills make everything more fun - including this stretchy wrap skirt in easy chambray (that's not too light and not too dark, so it goes with everything). By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton.",Girls' chambray wrap skirt
BJ147,65,"[""2"",""3"",""4""]",false,"[""Dark eucalyptus""]","It's a tee, it's a dress...It's both! Our hybrid style layers comfy slub cotton on top and pretty tiers on the bottom for a school-ready set in no time. By buying cotton products from J.Crew, you're supporting our investment in Better Cotton's mission to help cotton communities survive and thrive while protecting and restoring the environment. This product is sourced through a system of mass balance and therefore may not contain Better Cotton.",Girls' mixy dress in slub cotton
